SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
CC(C)(C)OC(=O)N1C2=C(C=CC(=C2)Br)C=C1B(O)O,Compound 1446,LN00220257,54.82g,1217500-59-8,MFCD15143453,3
CC1(C)C(C)(C)OB(C2=CC(=N)NC=C2)O1,Compound 1447,LN00220345,20.09g,1195995-72-2,MFCD09607735,17
CC(C)(C)OC(=O)N1CC(C1)N2C=C(C=N2)B3OC(C)(C)C(C)(C)O3,Compound 1448,LN00220355,21.4g,877399-35-4,MFCD18383285,18
CC1=CC(=C(C=C1C)B(O)O)C,Compound 1449,LN00220368,26.5g,352534-80-6,MFCD03427049,3
CC(C)OC1=CC(=C(C=C1)B(O)O)F,Compound 1450,LN00220369,1g,586389-90-4,MFCD17011998,9
CC1=C(C=C(C=C1)OC)B(O)O,Compound 1451,LN00220418,0.1g,617689-07-3,MFCD03425973,5
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)N=CN3)O1,Compound 1452,LN00220684,11.58g,1007206-54-3,MFCD11054041,10
C1=C(C=NC=N1)B(O)O,Compound 1453,LN00220826,124.8g,109299-78-7,MFCD03002366,3
CC1(C)C(C)(C)OC(C2=CC=C(C=C2)B3OC(C)(C)C(C)(C)O3)O1,Compound 1454,LN00221159,77.43g,620595-02-0,MFCD22495442,3
CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)B(O)O,Compound 1455,LN00221377,34.23g,181365-26-4,MFCD06656257,3
CC(C)(OC(NC1CCC=C(B2OC(C)(C(C)(O2)C)C)C1)=O)C,Compound 1456,LN00221379,2.48g,1175298-09-5,MFCD12032213,145
C1=C(C=CC(=C1)B(O)O)CO,Compound 1457,LN00221562,36.43g,59016-93-2,MFCD00792672,3
CCCOC1=CC=C(C=C1)B(O)O,Compound 1458,LN00221722,22.21g,186497-67-6,MFCD03427189,3
CC1(C)C(C)(C)OB(C2=CCN(CC2)C3CC3)O1,Compound 1459,LN00221749,0.1g,,MFCD22548338,3
CC1(C)C(C)(C)OB(CC2=CC=C(C=C2)C#N)O1,Compound 1460,LN00221858,51.97g,475250-43-2,MFCD18383371,3
CC1=CC(=NC=C1B(O)O)OC,Compound 1461,LN00221893,0.25g,503184-35-8,MFCD07368880,7
CC1=C(C=CC=C1B2OC(C)(C)C(C)(C)O2)C(=O)OC,Compound 1462,LN00221950,1.32g,955929-54-1,MFCD13190786,13
C1=C(C=C(CO)C(=C1)F)B(O)O,Compound 1463,LN00221990,10g,481681-02-1,MFCD08235075,3
COC1=C(C=C(C=C1)B(O)O)F,Compound 1464,LN00222477,187.75g,149507-26-6,MFCD00807404,3
CB1OB(C)OB(C)O1,Compound 1465,LN00223020,0.4238L,823-96-1,MFCD00013354,3
CB1OB(C)OB(C)O1,Compound 1466,LN00223020,1907.69g,823-96-1,MFCD00013354,3
COC1=C(C=CC(=C1)C(F)(F)F)B(O)O,Compound 1467,LN00223084,50.81g,312936-89-3,MFCD03428511,4
C1=C(C=C(C=C1B(O)O)F)C(=O)O,Compound 1468,LN00223100,2.5g,871329-84-9,MFCD07363791,3
C1=CC(=CC(=C1)B(O)O)C(=O)N2CCOCC2,Compound 1469,LN00223103,2.02g,723281-55-8,MFCD04115687,3
CCOC1=CC(=C(C=C1)B(O)O)Cl,Compound 1470,LN00223125,1.56g,313545-44-7,MFCD02684318,3
COB(OC)OC,Compound 1471,LN00223293,22097.6g,121-43-7,MFCD00008346,3
C1=CC=C(C=C1)N2C3=CC=CC=C3C4=C2C=CC(=C4)B(O)O,Compound 1472,LN00223542,6.27g,854952-58-2,MFCD12196936,3
COC1=C(C=C(C=C1)B(O)O)C(=O)O,Compound 1473,LN00223626,16.49g,913836-12-1,MFCD06203322,3
B1([O-])OB2OB([O-])OB(O1)O2.[Na+].[Na+].O.O.O.O.O.O.O.O.O.O,Compound 1474,LN00223834,5872.55g,1303-96-4,MFCD00149193,3
C1=C(C(=CN=C1Cl)F)B(O)O,Compound 1475,LN00223869,5.59g,951677-47-7,MFCD04972404,8
C1=CC=C(C=C1)C2=CC(=CC(=C2)B(O)O)C3=CC=CC=C3,Compound 1476,LN00223875,10g,128388-54-5,MFCD09953491,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)N3CCOCC3)O1,Compound 1477,LN00223973,1.17g,852227-95-3,MFCD03412097,3
COC1=C(C=CC(=C1)Cl)B(O)O,Compound 1478,LN00224071,145.18g,762287-57-0,MFCD02684317,3
C1=CC(=C(C=C1B(O)O)F)C(F)(F)F,Compound 1479,LN00224076,29.84g,864759-68-2,MFCD08706261,3
C1=CN=C(C(=C1B(O)O)F)Cl,Compound 1480,LN00224348,7.765g,937595-71-6,MFCD04972403,3
C=CC1=CC(=CC=C1)B(O)O,Compound 1481,LN00224996,247.75g,15016-43-0,MFCD01074679,3
C1=CC=C2C(=C1)C(=CS2)B(O)O,Compound 1482,LN00225117,9.49g,113893-08-6,MFCD01114669,3
COC1=CC=C(C2=CC=CC=C21)B(O)O,Compound 1483,LN00225228,3.24g,219834-95-4,MFCD03452757,8
C1=CC=C(C(=C1)CN2CCOCC2)B(O)O,Compound 1484,LN00225393,4g,223433-45-2,MFCD01319041,7
CC1=CC(=NC=C1B(O)O)Br,Compound 1485,LN00225996,0.11g,1072945-75-5,MFCD09037489,3
CN(C)CC1=CC=C(C=C1)B(O)O,Compound 1486,LN00226478,14.57g,70799-12-1,MFCD01319001,3
CCCCOB(OCCCC)OCCCC,Compound 1487,LN00226818,959.77g,688-74-4,MFCD00009434,3
C=CC1=CC=CC=C1B(O)O,Compound 1488,LN00227200,16.3g,15016-42-9,MFCD01074659,3
CC1=NN(C(=C1)C)C2=CC=CC(=C2)B(O)O,Compound 1489,LN00228105,0.5g,1025735-46-9,MFCD08572151,3
C1=CC(=CC(=C1)B(O)O)CC#N,Compound 1490,LN00228932,1.97g,220616-39-7,MFCD03788026,3
C1=CC2=C(C(=C1)B(O)O)OCC2,Compound 1491,LN00229535,4.99g,685514-61-8,MFCD06801700,18
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)N(C)C)O1,Compound 1492,LN00229565,1.8g,1036991-24-8,MFCD11975406,3
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)CC#N)O1,Compound 1493,LN00230444,8.69g,396131-82-1,MFCD02179458,3
CC(C)(C)OC(=O)N(C)CC1=CC=C(C=C1)B(O)O,Compound 1494,LN00230661,0.01g,1287753-35-8,MFCD11506067,3
C#CB1OC(C)(C)C(C)(C)O1,Compound 1495,LN00230957,26.32g,347389-74-6,MFCD13182122,5
CC#CB1OC(C)(C)C(C)(C)O1,Compound 1496,LN00231314,68.02g,347389-75-7,MFCD13182123,3
CC1(C)C(C)(C)OB(C2=CN=NC=C2)O1,Compound 1497,LN00232125,0.7g,863422-41-7,MFCD09952053,167
CC1=CC(=CC=C1B2OC(C)(C)C(C)(C)O2)O,Compound 1498,LN00232211,1.1g,946427-03-8,MFCD16994280,3
CC1=CC(=CC=C1O)B2OC(C)(C)C(C)(C)O2,Compound 1499,LN00232361,0.43g,627906-52-9,MFCD16994279,3
CC1=CC(=CS1)B2OC(C)(C)C(C)(C)O2,Compound 1500,LN00232490,0.01g,874959-74-7,MFCD18383149,3
CC1(C)C(C)(C)OB(C2=CC(=CN=C2)O)O1,Compound 1501,LN00232665,4.61g,1171891-35-2,MFCD11878279,52
CC1=CC=CC2=CC(=CN=C12)B(O)O,Compound 1502,LN00232802,1g,1370040-72-4,MFCD27500865,3
CC1(C)C(C)(C)OB(C2=COCCO2)O1,Compound 1503,LN00232964,5.95g,1046811-97-5,MFCD13182121,447
CN(C)C1=CC=CC=C1B(O)O,Compound 1504,LN00233536,1.5g,89291-23-6,MFCD01318997,21
CC1=NNC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 1505,LN00233647,0.1g,1888441-67-5,MFCD18250640,3
C1=CC(=CC(=C1)B(O)O)CN2CCOCC2,Compound 1506,LN00233697,3.669g,397843-58-2,MFCD08060623,13
CCC(C)B(O)O,Compound 1507,LN00235651,4.96g,88496-88-2,MFCD06656265,3
C1=CC(=C(C(=C1)B(O)O)F)C=O,Compound 1508,LN00235789,12.21g,849061-98-9,MFCD07369725,3
CC(C)OC1=C(C=C(C=C1)B(O)O)F,Compound 1509,LN00235803,4.12g,480438-54-8,MFCD05865163,3
C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC=C(C=C4)B(O)O,Compound 1510,LN00235997,2.1g,419536-33-7,MFCD13176534,3
C1=CC=C(C=C1)COC2=C(C=C(C=C2F)B(O)O)F,Compound 1511,LN00236906,1.35g,156635-88-0,MFCD16295234,3
B([O-])([O-])[O-].B([O-])([O-])[O-].B([O-])([O-])[O-].B([O-])([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Compound 1512,LN00237320,49.86g,,MFCD00167023,3
C1=CSC(=C1C=O)B(O)O,Compound 1513,LN00237910,4.9g,17303-83-2,MFCD01075679,3
CC(NC1=CC=C(B(O)O)C=C1)=O,Compound 1514,LN00238970,31.33g,101251-09-6,MFCD02179451,3
C1COC2=C(C=C(C=C2)B(O)O)OC1,Compound 1515,LN00239264,0.5g,279261-89-1,MFCD02681910,6
C1=CC=C(C=C1)COC(=O)C2=CC(=CC=C2)B(O)O,Compound 1516,LN00239378,5g,380430-52-4,MFCD02179445,3
CC1=C(C=C(C=C1F)C(=O)O)B(O)O,Compound 1517,LN00239662,0.51g,917223-87-1,MFCD19440934,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)OCC3CC3)O1,Compound 1518,LN00240271,2.5g,947191-69-7,MFCD07781184,3
C1=CC(=C(C=C1F)O)B(O)O,Compound 1519,LN00240663,13g,850568-00-2,MFCD04115662,8
CC(C)OC1=CC=CC=C1B(O)O,Compound 1520,LN00241150,12.46g,138008-97-6,MFCD03427050,3
C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)B(O)O,Compound 1521,LN00241628,0.4g,486422-58-6,MFCD06659850,3
C1=CC(=C(C=C1C#N)B(O)O)F,Compound 1522,LN00241698,2.83g,468718-30-1,MFCD03095147,3
OB(O)C1=CC(C(N)=O)=C(Cl)C=C1,Compound 1523,LN00241728,0.025g,871332-67-1,MFCD07363796,35
COC1=NC=CC(=C1F)B(O)O,Compound 1524,LN00242407,0.0016g,1598387-84-8,MFCD16611247,3
C1=C(C(=CN=C1Br)F)B(O)O,Compound 1525,LN00242423,16.46g,1072951-43-9,MFCD04973353,13
CC1(C)C(C)(C)OB(C2=CCC(CC2)(F)F)O1,Compound 1526,LN00242425,2962.19g,1227068-84-9,MFCD11617924,3
COC(=O)C1=C(B(O)O)SC=C1,Compound 1527,LN00242448,0.01g,1310383-30-2,MFCD26142700,3
CC1=C(C(=CC=C1)B(O)O)F,Compound 1528,LN00242450,4.37g,762287-58-1,MFCD06409950,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)CCC(=O)N3)O1,Compound 1529,LN00242486,1g,400620-72-6,'MFCD18072003,69
C1=C(C(=CN=C1)F)B(O)O,Compound 1530,LN00242592,0.44g,458532-97-3,MFCD03788558,12
C1=CC2=C(C=C(C=C2)B(O)O)N=C1,Compound 1531,LN00242671,8.22g,629644-82-2,MFCD11100750,22
CC1(C)C(C)(C)OB(C2=COC(=C2)C=O)O1,Compound 1532,LN00242789,0.39g,846023-58-3,MFCD06657890,3
CC1(C)C(C)(C)OB(C2=C(C=NC=C2Cl)Cl)O1,Compound 1533,LN00242864,0.3g,1257641-28-3,MFCD12546037,21
CC1(C)C(C)(C)OB(C2CCC(CC2)(F)F)O1,Compound 1534,LN00242865,0.2g,,MFCD24843088,8
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)C(=O)NC)O1,Compound 1535,LN00242937,23g,945863-21-8,MFCD08458483,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)S(=O)(=O)N3CCN(C)CC3)O1,Compound 1536,LN00243128,0.1g,1033743-79-1,MFCD19288884,76
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)CC(=O)O)O1,Compound 1537,LN00243169,0.25g,797755-05-6,MFCD04973389,17
CC1(C)C(C)(C)OB(C2=CN=CC(=C2)C#N)O1,Compound 1538,LN00243189,1.63g,402718-29-0,MFCD07780755,13
CC1(C)C(C)(C)OB(C2=CN=CC=C2C(F)(F)F)O1,Compound 1539,LN00243223,2g,1310405-06-1,MFCD12198140,22
C=CCCB1OC(C)(C)C(C)(C)O1,Compound 1540,LN00243235,43g,331958-92-0,MFCD11858602,3
CC1=CC2=NNC=C2C=C1B(O)O,Compound 1541,LN00243248,0.34g,1310405-35-6,MFCD12028645,42
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2F)F)Cl)O1,Compound 1542,LN00243266,1g,1073354-65-0,MFCD08669564,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)S(=O)(=O)N(C)C)O1,Compound 1543,LN00243268,0.01g,486422-05-3,MFCD07368237,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)C=O)O1,Compound 1544,LN00243300,4.58g,1073354-14-9,MFCD06659508,3
CC(C)(C)CB(O)O,Compound 1545,LN00243301,25.42g,701261-35-0,MFCD09750464,3
C1=C(C(=CN=C1Cl)B(O)O)Cl,Compound 1546,LN00243309,0.7g,1070893-11-6,MFCD07374977,3
CC1=C(F)N=CC=C1B(O)O,Compound 1547,LN00243401,0.5g,1451391-34-6,MFCD16611287,109
C#CC1=CC=C(C=C1)B(O)O,Compound 1548,LN00243423,9.84g,263368-72-5,MFCD08689553,3
CC1=CC(=CC=N1)B2OC(C)(C)C(C)(C)O2,Compound 1549,LN00243436,448.51g,660867-80-1,MFCD08061590,3
CC1(C)COB(C2=C(C#N)C(=CC=C2)OC)OC1,Compound 1550,LN00243456,4g,883899-02-3,MFCD08669558,3
CC1(C)C(C)(C)OB(O1)[Si](C)(C)C2=CC=CC=C2,Compound 1551,LN00243483,10.54g,185990-03-8,MFCD05664111,3
CC1(C)C(C)(C)OB(C2=CC(=NN=C2Cl)Cl)O1,Compound 1552,LN00243561,0.66g,919197-88-9,MFCD12827708,3
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC(=C2)B3OC(C)(C)C(C)(C)O3,Compound 1553,LN00243572,32.2g,540752-87-2,MFCD07781212,3
C1=CC(=C(C(=C1)F)B(O)O)C(F)(F)F,Compound 1554,LN00243573,9.84g,313545-34-5,MFCD07781239,3
CC1(C)C(C)(C)OB(C2=CN=C(N=C2)N3CCCCC3)O1,Compound 1555,LN00243607,0.16g,1015242-08-6,MFCD07368250,3
CCOC(=O)C1=C(C(=CC=C1)B(O)O)F,Compound 1556,LN00243610,1g,1072952-52-3,MFCD08064050,3
CC1=C(C(=CC=C1B2OC(C)(C)C(C)(C)O2)F)F,Compound 1557,LN00243646,0.2g,1025707-97-4,MFCD08669570,3
CC1=CC(=CN=C1)B2OC(C)(C)C(C)(C)O2,Compound 1558,LN00243648,46.463g,1171891-42-1,MFCD09265531,3
CC1(C)COB(C2=C(C=CC=C2OC)C#N)OC1,Compound 1559,LN00243681,21.18g,883898-97-3,MFCD08669557,3
CC1CC(C)(C)OB(C(=C)C(F)(F)F)O1,Compound 1560,LN00243682,26.92g,1011460-68-6,MFCD08669623,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)O1,Compound 1561,LN00243705,1g,1401222-64-7,MFCD14702534,3
CC1(C)CC(=CC(=O)C1)B2OC(C)(C)C(C)(C)O2,Compound 1562,LN00243745,5g,497959-45-2,MFCD22189452,3
COC1=C(C=C(C=C1)OC(F)(F)F)B(O)O,Compound 1563,LN00243758,2.2g,290832-43-8,MFCD08059517,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)CCNC3=O)O1,Compound 1564,LN00243782,0.25g,376584-30-4,MFCD11044671,3
CCOC(/C=C/B1OC(C)(C)C(C)(C)O1)OCC,Compound 1565,LN00243798,5.05g,153737-25-8,MFCD03788737,19
COC1=C(C=C(C=N1)B(O)O)C(F)(F)F,Compound 1566,LN00243828,0.02g,1420830-61-0,MFCD18254530,3
CCOC(=O)CCB1OC(C)(C)C(C)(C)O1,Compound 1567,LN00243842,46g,302577-73-7,MFCD09271784,4
CC1(C)C(C)(C)OB(CCC(=O)OC)O1,Compound 1568,LN00243843,18.13g,1150561-77-5,MFCD10700159,4
CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)B2OC(C)(C)C(C)(C)O2,Compound 1569,LN00243902,0.135g,648905-63-9,MFCD06657804,13
CC1(C)CC=C(CC1)B2OC(C)(C)C(C)(C)O2,Compound 1570,LN00243941,6.93g,859217-67-7,MFCD08690233,3
CC1=NC(=C(C=C1)B(O)O)OC,Compound 1571,LN00243948,15.38g,1000802-75-4,MFCD07374993,4
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)CC#N)O1,Compound 1572,LN00243983,13.587g,138500-86-4,MFCD02179459,3
CC(C)(C)OC(=O)N1CCCC=C1B2OC(C)(C)C(C)(C)O2,Compound 1573,LN00243987,2.97g,865245-32-5,MFCD07776601,115
CC1=CC2=C(C=C1B(O)O)N(C)N=C2,Compound 1574,LN00243995,1.01g,1310383-98-2,MFCD12028659,64
CC1(C)C(C)(C)OB(C2=CCN(C)CC2)O1.Cl,Compound 1575,LN00244018,0.45g,1462950-92-0,MFCD12913736,3
CC1(C)C(C)(C)OB(CI)O1,Compound 1576,LN00244038,102.79g,70557-99-2,MFCD12405515,3
COC1=C(C2=CC=CC=C2C=C1)B(O)O,Compound 1577,LN00244064,2g,104116-17-8,MFCD11044173,3
CC1(C)C(C)(C)OB(C2=C(C=O)OC=C2)O1,Compound 1578,LN00244092,4g,1055881-23-6,MFCD07368242,38
C1=CC(=CC(=C1CO)B(O)O)F,Compound 1579,LN00244093,1g,1246633-53-3,MFCD11111910,6
CC(C)(C)OC(=O)C1=CC=C(C=C1)B2OC(C)(C)C(C)(C)O2,Compound 1580,LN00244114,88.05g,850568-72-8,MFCD03453055,3
C1=CC=C2C(=C1)C(=CC=N2)B(O)O,Compound 1581,LN00244116,5.5g,371764-64-6,MFCD03095174,3
C1=C(C=C(F)N=C1F)B(O)O,Compound 1582,LN00244132,0.11g,401816-16-8,MFCD04114289,31
C1=C(C(=CS1)Br)B(O)O,Compound 1583,LN00244141,26.71g,101084-76-8,MFCD06801663,3
C=CB1OC(C)CC(C)(C)O1,Compound 1584,LN00244173,15.6g,05/10/4627,MFCD00066915,3
CC1(C)C(C)(C)OB(C2=CN=C(F)N=C2)O1,Compound 1585,LN00244197,8.59g,1352796-65-6,MFCD13182191,25
CC1=C(C(=CC=C1)B(O)O)O,Compound 1586,LN00244207,1.79g,259209-22-8,MFCD08689549,3
C1=CC(=C(C(=C1)F)O)B(O)O,Compound 1587,LN00244214,2.58g,259209-24-0,MFCD07781238,16
CC1=CC2=CNN=C2C=C1B(O)O,Compound 1588,LN00244225,0.5g,1310383-42-6,MFCD12028648,40
CC1=CC(=CN=C1C#N)B2OC(C)(C)C(C)(C)O2,Compound 1589,LN00244237,2.1g,1150561-70-8,MFCD12026105,20
CC1(C)C(C)(C)OB(C2=CC=CC3=C2NC=C3)O1,Compound 1590,LN00244246,3.36g,642494-37-9,MFCD08669591,3
C1=CC(=C(C(=C1)Cl)O)B(O)O,Compound 1591,LN00244252,5g,951655-50-8,MFCD08689551,3
CC1(C)C(C)(C)OB(C2=CC(=C(Cl)N=C2)OC)O1,Compound 1592,LN00244266,0.25g,1256360-28-7,MFCD16660309,32
C1=CC2=CC=NC=C2C(=C1)B(O)O,Compound 1593,LN00244281,9.41g,721401-43-0,MFCD11044913,3
CC(=O)O[BH-](OC(=O)C)OC(=O)C.[Na+],Compound 1594,LN00244284,48582.4g,56553-60-7,MFCD00012211,3
CC1(C)C(C)(C)OB(CCl)O1,Compound 1595,LN00244290,194.55g,83622-42-8,MFCD12405514,3
C1=C(C(=O)O)OC(=C1)B(O)O,Compound 1596,LN00244314,4.9g,852228-11-6,MFCD04113807,46
CC1=CC(=C(F)N=C1)B2OC(C)(C)C(C)(C)O2,Compound 1597,LN00244328,1.15g,1073371-96-6,MFCD08063092,3
CC1(C)C(C)(C)OB(C2=C(C#N)C(=CC=C2)F)O1,Compound 1598,LN00244365,2.099g,765916-91-4,MFCD09878541,3
C#CC1=CC=CC=C1B(O)O,Compound 1599,LN00244370,3.25g,905926-85-4,MFCD10697431,26
C1CCC(CC1)CB(O)O,Compound 1600,LN00244386,4.2g,27762-64-7,MFCD09878538,3
CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)B(O)O,Compound 1601,LN00244391,14.58g,159191-56-7,MFCD03093888,3
C1=CC(=C(C(F)(F)F)N=C1)B(O)O,Compound 1602,LN00244408,2.59g,947533-39-3,MFCD09271791,32
C1=CC(=C(C(=C1)B(O)O)F)C(=O)O,Compound 1603,LN00244420,5.96g,1072952-09-0,MFCD03095128,3
CC1(C)C(C)(C)OB(CCC(=O)N(C)C)O1,Compound 1604,LN00244445,0.1g,134892-18-5,MFCD10700156,3
CC1=CC=C(C=C1CO)B(O)O,Compound 1605,LN00244463,32.69g,1451391-54-0,MFCD11617258,17
COC(=O)C1=CC(=C(C=C1)Cl)B(O)O,Compound 1606,LN00244464,12.33g,913835-92-4,MFCD08689528,3
B(B(O)O)(O)O,Compound 1607,LN00244541,1772.42g,13675-18-8,MFCD05663888,3
CC1=C(C=C(C=C1)B(O)O)OCC2=CC=CC=C2,Compound 1608,LN00244585,3.54g,1256355-31-3,MFCD11617255,3
C1=C(C=NC(=C1B(O)O)F)Cl,Compound 1609,LN00244618,4.42g,937595-70-5,MFCD04972408,7
COC1=C(C=C(C=C1)C(=O)O)B(O)O,Compound 1610,LN00244625,0.1g,730971-32-1,MFCD06203261,3
C1=CC(=C(C=C1B(O)O)N)Cl,Compound 1611,LN00244635,36.55g,850689-36-0,MFCD03095254,7
CC(C)(C)OC(=O)C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2,Compound 1612,LN00244673,51.16g,956229-69-9,MFCD03453053,20
C1=CC=C(C=C1)COC2=NC=C(C=C2)B(O)O,Compound 1613,LN00244757,6.45g,929250-35-1,MFCD06798262,5
CC(=O)C1=NC=C(C=C1)B2OC(C)(C)C(C)(C)O2,Compound 1614,LN00244988,97.62g,741709-59-1,MFCD12923434,3
CC1=CC(=C(C)O1)B2OC(C)(C)C(C)(C)O2,Compound 1615,LN00245034,117.882g,1025718-96-0,MFCD12405448,304
CC1=C(C=C(C=N1)B2OC(C)(C)C(C)(C)O2)N,Compound 1616,LN00245112,0.2g,1257554-08-7,MFCD18255133,738
COC1=CC=NC=C1B(O)O,Compound 1617,LN00245414,13.32g,355004-67-0,MFCD01114676,3
CC1=CC(=CC=C1C(F)(F)F)B(O)O,Compound 1618,LN00245669,1g,864759-67-1,MFCD08706260,3
CC(=O)C1=CC(=CN=C1)B(O)O,Compound 1619,LN00245727,22.13g,1033745-21-9,MFCD10696658,49
CC1=C(C(=NN1)C)B2OC(C)(C)C(C)(C)O2,Compound 1620,LN00245799,122.88g,857530-80-4,MFCD05663852,3
C1CC(C1)B(O)O,Compound 1621,LN00245815,21.14g,849052-26-2,MFCD06798108,3
COC1=CN=C(C=C1B(O)O)OC,Compound 1622,LN00246017,116.51g,1630193-77-9,MFCD18256800,16
CC1=CC(=NC=C1B2OC(C)(C)C(C)(C)O2)C(F)(F)F,Compound 1623,LN00246085,0.17g,1612287-99-6,MFCD18726737,175
CC1(C)C(C)(C)OB(C2=CNC(=NC)C=C2)O1,Compound 1624,LN00247450,1.01g,1005009-98-2,MFCD11878220,31
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)OC3=CC=CC=C3)O1,Compound 1625,LN00247591,0.34g,330792-76-2,MFCD11878216,36
CC1=CC(=CN=C1OC)B(O)O,Compound 1626,LN00249408,1.09g,1083168-99-3,MFCD11856046,27
CCN1C(=CC=N1)B(O)O,Compound 1627,LN00267211,4.12g,1095080-54-8,MFCD03419491,3
CC(C)N1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 1628,LN00271927,24.72g,879487-10-2,MFCD11867881,3
C1=C(C=CC(=C1)OC(F)F)B(O)O,Compound 1629,LN00289729,4.02g,688810-12-0,MFCD09864667,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)C=NN3C4CCCCO4)O1,Compound 1630,LN00297175,1g,1082525-64-1,MFCD12922967,22
CC(C)N1C=CC(=N1)B2OC(C)(C)C(C)(C)O2,Compound 1631,LN00298756,8.57g,1071496-88-2,MFCD14155747,23
CC1(C)C(C)(C)OB(C2=NN(C)C=C2)O1,Compound 1632,LN00298854,128.25g,1020174-04-2,MFCD04114000,3
CCN1C=CC(=N1)B2OC(C)(C)C(C)(C)O2,Compound 1633,LN00299325,0.2g,1233525-88-6,MFCD14155746,3
CC1(C)C(C)(C)OB(C2=CN(C(F)(F)F)N=C2)O1,Compound 1634,LN00316554,4546.11g,1046831-98-4,MFCD18383267,31
C1=CC(=C2C(=C1)OCCO2)B(O)O,Compound 1635,LN00318295,11.77g,499769-88-9,MFCD03095151,3
CC1=CC(=CC=C1B(O)O)C#N,Compound 1636,LN00335036,4.09g,313546-18-8,MFCD09750473,3
CC1=C(C=C(C=C1)C(=O)OC)B(O)O,Compound 1637,LN00335059,2.33g,876189-18-3,MFCD11111429,30
NC(C1=CC=CC=C1B(O)O)=O,Compound 1638,LN00335240,4.8g,380430-54-6,MFCD02179454,3
COC(=O)C1=C(C=C(C=C1)B(O)O)[N+](=O)[O-],Compound 1639,LN00335294,0.05g,85107-56-8,MFCD12032027,3
CC1(C)C(C)(C)OB(C2=C(C(=CC=C2)[N+](=O)[O-])F)O1,Compound 1640,LN00335351,3368.94g,1189042-70-3,MFCD15143593,3
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)N(C)C(=O)O3)O1,Compound 1641,LN00335407,0.0104g,1016641-53-4,MFCD19689521,3
CC1=C(C=CC=N1)B(O)O,Compound 1642,LN00335579,4.97g,899436-71-6,MFCD07368825,3
CC1=CC(=CC(=C1)B2OC(C)(C)C(C)(C)O2)C#N,Compound 1643,LN00335639,0.458g,1220219-59-9,MFCD18383798,30
COC1=C(C=CC=C1F)B(O)O,Compound 1644,LN00335715,2.1g,762287-59-2,MFCD03095355,8
CC1(C)C(C)(C)OB(C2=CN(CCCOC)N=C2)O1,Compound 1645,LN00335745,8.98g,1000801-76-2,MFCD16659789,10
C1=CC(=C(C(=C1)Cl)F)B(O)O,Compound 1646,LN00335777,15.64g,352535-82-1,MFCD05664224,3
CC1=CC(=NN1)B(O)O,Compound 1647,LN00335876,0.76g,1163248-54-1,MFCD14636621,3
CC1(C)C(C)(C)OB(C2=CC(=CN=C2)N)O1,Compound 1648,LN00335907,15.14g,1073354-99-0,MFCD09260489,3
CN(C)CC1=CC(=CC=C1)B(O)O,Compound 1649,LN00335930,1.1g,819849-22-4,MFCD03425961,3
C1CCC(=C1)B(O)O,Compound 1650,LN00335990,87.243g,850036-28-1,MFCD02179496,3
CC1(C)C(C)(C)OB(C2=CC=NS2)O1,Compound 1651,LN00336020,0.8g,1045809-78-6,MFCD08061126,231
C1=C(C=O)OC=C1B(O)O,Compound 1652,LN00336079,7.54g,62306-80-3,MFCD01319004,3
COC1=C(C=C(C=N1)Cl)B(O)O,Compound 1653,LN00336376,11.31g,943153-22-8,MFCD04114579,8
CC1=NC(=C(C=C1)B(O)O)C,Compound 1654,LN00336751,2.99g,693774-55-9,MFCD07437925,88
CCCN1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 1655,LN00336803,0.12g,827614-69-7,MFCD05663871,4
